Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2
2021,12,ADAMPUR,AHMEDABAD,30,0,0,0,0,0
2018,5,ADAMPUR,DELHI,2258,2190,0,0.86,0,0
2018,6,ADAMPUR,DELHI,1984,1981,0,4.33,0,0
2018,7,ADAMPUR,DELHI,2333,2205,0,1.93,0,0
2018,8,ADAMPUR,DELHI,2146,1981,0,0.48,0,0
2018,9,ADAMPUR,DELHI,2237,2164,0,0.61,0,0
2018,10,ADAMPUR,DELHI,2277,2251,0,1.35,0,0
2018,11,ADAMPUR,DELHI,2289,2319,0,2.96,0,0
2018,12,ADAMPUR,DELHI,2308,2290,0,1.17,0,0
2019,1,ADAMPUR,DELHI,2332,2307,0,0.96,0,0
2019,2,ADAMPUR,DELHI,2072,2097,0,0.43,0,0
2019,3,ADAMPUR,DELHI,2333,2303,0,0.75,0,0
2019,4,ADAMPUR,DELHI,2268,2257,0,0.89,0,0
2019,5,ADAMPUR,DELHI,1968,1776,0,1.28,0,0
2019,6,ADAMPUR,DELHI,2275,2172,0,0.74,0,0
2019,7,ADAMPUR,DELHI,2048,2088,0,0.78,0,0
2019,8,ADAMPUR,DELHI,2343,2296,0,0.97,0,0
2019,9,ADAMPUR,DELHI,2264,2145,0,1.47,0,0
2019,10,ADAMPUR,DELHI,2322,2606,0,0.98,0,0
2019,11,ADAMPUR,DELHI,2600,2525,0,1.53,0,0
2019,12,ADAMPUR,DELHI,2606,2601,0,1.97,0,0
2020,1,ADAMPUR,DELHI,2198,2248,0,1.34,0,0
2020,2,ADAMPUR,DELHI,2178,2190,0,0.87,0,0
2020,3,ADAMPUR,DELHI,1170,1144,0,0.98,0,0
2020,5,ADAMPUR,DELHI,59,45,0,0,0,0
2020,11,ADAMPUR,DELHI,257,205,0,0.01,0,0
2020,12,ADAMPUR,DELHI,939,863,0,0.03,0,0
2021,1,ADAMPUR,DELHI,1523,1447,0,0,0,0
2021,2,ADAMPUR,DELHI,1932,1923,0,0.08,0,0
2021,3,ADAMPUR,DELHI,1847,1921,3.12,0.12,0,0
2021,4,ADAMPUR,DELHI,905,872,4.04,0.59,0,0
2023,10,ADAMPUR,DELHI,140,131,0,0,0,0
2025,12,ADAMPUR,DELHI,17,10,0,0,0,0
2025,12,ADAMPUR,GHAZIABAD,1303,1715,0,0,0,0
2026,1,ADAMPUR,GHAZIABAD,1139,1514,0,0,0,0
2026,2,ADAMPUR,GHAZIABAD,1743,2082,0,0,0,0
2026,3,ADAMPUR,GHAZIABAD,1701,2115,0,0,0,0
2026,4,ADAMPUR,GHAZIABAD,1318,1511,0,0,0,0
2021,12,ADAMPUR,GUWAHATI,0,5,0,0,0,0
2024,3,ADAMPUR,HINDON AIRPORT,54,63,0,0,0,0
2024,4,ADAMPUR,HINDON AIRPORT,1724,1559,0,0,0,0
2024,6,ADAMPUR,HINDON AIRPORT,1661,1424,0,0,0,0
2024,7,ADAMPUR,HINDON AIRPORT,1280,1214,0,0,0,0
2024,8,ADAMPUR,HINDON AIRPORT,1063,976,0,0,0,0
2024,9,ADAMPUR,HINDON AIRPORT,881,817,0,0,0,0
2024,10,ADAMPUR,HINDON AIRPORT,1561,1578,0,0,0,0
2024,11,ADAMPUR,HINDON AIRPORT,1670,1528,0,0,0,0
2024,12,ADAMPUR,HINDON AIRPORT,1709,2018,0,0,0,0
2025,1,ADAMPUR,HINDON AIRPORT,1431,1317,0,0,0,0
2025,2,ADAMPUR,HINDON AIRPORT,1686,1653,0,0,0,0
2025,3,ADAMPUR,HINDON AIRPORT,1902,1839,0,0,0,0
2025,4,ADAMPUR,HINDON AIRPORT,1621,1643,0,0,0,0
2025,5,ADAMPUR,HINDON AIRPORT,1167,1234,0,0,0,0
2025,6,ADAMPUR,HINDON AIRPORT,1546,1492,0,0,0,0
2025,7,ADAMPUR,HINDON AIRPORT,1482,1477,0,0,0,0
2025,8,ADAMPUR,HINDON AIRPORT,1055,863,0,0,0,0
2025,9,ADAMPUR,HINDON AIRPORT,935,770,0,0,0,0
2025,10,ADAMPUR,HINDON AIRPORT,1476,1542,0,0,0,0
2025,11,ADAMPUR,HINDON AIRPORT,1394,1697,0,0,0,0
2021,3,ADAMPUR,JAIPUR,23,22,0.11,0,0,0
2021,4,ADAMPUR,JAIPUR,43,44,0,0,0,0
2020,12,ADAMPUR,KANDLA,0,4,0,0,0,0
2021,1,ADAMPUR,KANDLA,0,2,0,0,0,0
2020,11,ADAMPUR,MUMBAI,169,72,0,0,0,0
2020,12,ADAMPUR,MUMBAI,912,558,0,0,0,0
2021,1,ADAMPUR,MUMBAI,272,159,0,0,0,0
2021,3,ADAMPUR,MUMBAI,42,60,0.36,0,0,0
2021,4,ADAMPUR,MUMBAI,143,138,0.99,0.03,0,0
2025,7,ADAMPUR,MUMBAI,2374,2109,0,0.41,0,0
2025,8,ADAMPUR,MUMBAI,3097,2941,0,0.04,0,0
2025,9,ADAMPUR,MUMBAI,2717,3132,0,0.04,0,0
2025,10,ADAMPUR,MUMBAI,4149,5330,0,0.19,0,0
2025,11,ADAMPUR,MUMBAI,4979,4960,0,0.55,0,0
2025,12,ADAMPUR,MUMBAI,4475,4289,0,0.32,0,0
2026,1,ADAMPUR,MUMBAI (MUMBAI),5278,5380,0,0.08,0,0
2026,2,ADAMPUR,MUMBAI (MUMBAI),4706,4969,0,0.1,0,0
2026,3,ADAMPUR,MUMBAI (MUMBAI),4824,4948,0,0.06,0,0
2026,4,ADAMPUR,MUMBAI (MUMBAI),4436,4475,0,0.69,0,0
2025,11,ADAMPUR,NANDED,404,0,0,0,0,0
2025,12,ADAMPUR,NANDED,347,0,0,0,0,0
2026,1,ADAMPUR,NANDED,578,0,0,0,0,0
2026,2,ADAMPUR,NANDED,344,0,0,0,0,0
2026,3,ADAMPUR,NANDED,430,0,0,0,0,0
2026,4,ADAMPUR,NANDED,212,0,0,0,0,0
2021,12,ADAMPUR,PATNA,0,47,0,0,0,0
2021,7,AGARTALA,AHMEDABAD,0,210,0,0,0,0
2021,8,AGARTALA,AHMEDABAD,0,168,0,0,0,0
2021,9,AGARTALA,AHMEDABAD,77,216,0.01,0.19,0,0
2021,10,AGARTALA,AHMEDABAD,149,266,0,0,0,0
2021,11,AGARTALA,AHMEDABAD,91,208,0.04,0,0,0
2021,12,AGARTALA,AHMEDABAD,52,335,0,0.02,0,0
2022,1,AGARTALA,AHMEDABAD,23,143,0,0,0,0
2022,2,AGARTALA,AHMEDABAD,0,254,0,0.53,0,0
2022,3,AGARTALA,AHMEDABAD,185,204,24.79,0,0,0
2022,4,AGARTALA,AHMEDABAD,89,131,0,0,0,0
2022,5,AGARTALA,AHMEDABAD,310,403,0.9,0.1,0,0
2022,6,AGARTALA,AHMEDABAD,325,422,20.82,0.03,0,0
2022,7,AGARTALA,AHMEDABAD,255,420,4.47,0.01,0,0
2022,8,AGARTALA,AHMEDABAD,276,363,0.82,0.23,0,0
2022,9,AGARTALA,AHMEDABAD,136,463,0.37,0.14,0,0
2022,10,AGARTALA,AHMEDABAD,599,411,0.2,0.16,0,0
2022,11,AGARTALA,AHMEDABAD,341,245,0,0,0,0
2022,12,AGARTALA,AHMEDABAD,499,639,0,0.1,0,0
2023,1,AGARTALA,AHMEDABAD,411,415,0.07,0.13,0,0
2023,2,AGARTALA,AHMEDABAD,372,332,0,0.17,0,0
2023,3,AGARTALA,AHMEDABAD,209,387,0,0,0,0
2023,4,AGARTALA,AHMEDABAD,290,322,0,0.63,0,0
2023,5,AGARTALA,AHMEDABAD,231,212,0.03,0.23,0,0
2023,6,AGARTALA,AHMEDABAD,260,268,0.34,0.07,0,0
2023,7,AGARTALA,AHMEDABAD,69,125,0.22,0.13,0,0
2023,8,AGARTALA,AHMEDABAD,41,76,0.12,0,0,0
2023,9,AGARTALA,AHMEDABAD,66,90,0.04,0.33,0,0
2023,10,AGARTALA,AHMEDABAD,208,486,0.05,0.3,0,0
2023,11,AGARTALA,AHMEDABAD,423,303,5.14,0.31,0,0
2023,12,AGARTALA,AHMEDABAD,278,357,14.37,0.41,0,0.01
2024,1,AGARTALA,AHMEDABAD,359,147,9.04,1.16,0,0.03
2024,2,AGARTALA,AHMEDABAD,329,284,0.28,0.28,0,0.4
2024,3,AGARTALA,AHMEDABAD,297,244,0.08,0.1,0,0
2024,10,AGARTALA,AHMEDABAD,34,24,0,0,0,0
2024,11,AGARTALA,AHMEDABAD,172,155,0.1,0.07,0,0
2024,12,AGARTALA,AHMEDABAD,96,368,0.91,0.32,0,0.03
2025,3,AGARTALA,AHMEDABAD,108,167,0.23,0.62,0,0
2025,5,AGARTALA,AHMEDABAD,0,23,0,0,0,0
2025,10,AGARTALA,AHMEDABAD,7,25,0.25,0.07,0,0
2025,11,AGARTALA,AHMEDABAD,157,103,0.8,0.49,0,0
2025,12,AGARTALA,AHMEDABAD,32,93,0.18,0.14,0,0
2026,1,AGARTALA,AHMEDABAD,0,206,0,0.79,0,0
2026,2,AGARTALA,AHMEDABAD,0,232,0,0.24,0,0
2026,3,AGARTALA,AHMEDABAD,0,385,0,0.57,0,0
2020,2,AGARTALA,AIZAWL,47,36,0,0,0,0
2020,3,AGARTALA,AIZAWL,1204,690,0,0,0,0
2021,3,AGARTALA,AIZAWL,13,10,0,0,0,0
2021,4,AGARTALA,AIZAWL,155,154,0,0,0,0
2021,11,AGARTALA,AIZAWL,308,464,0,0,0,0
2021,12,AGARTALA,AIZAWL,288,343,0,0,0,0
2022,1,AGARTALA,AIZAWL,203,199,0,0,0,0
2022,2,AGARTALA,AIZAWL,193,201,0,0,0,0
2022,3,AGARTALA,AIZAWL,393,385,0,0,0,0
2022,4,AGARTALA,AIZAWL,402,299,0,0,0,0
2022,5,AGARTALA,AIZAWL,580,435,0.03,0,0,0
2022,6,AGARTALA,AIZAWL,525,528,0.06,0,0,0
2022,7,AGARTALA,AIZAWL,467,358,0,0,0,0
2022,8,AGARTALA,AIZAWL,423,338,0,0,0,0
2022,9,AGARTALA,AIZAWL,514,489,0,0,0,0
2022,10,AGARTALA,AIZAWL,617,596,0,0,0,0
2022,11,AGARTALA,AIZAWL,714,735,0,0,0,0
2022,12,AGARTALA,AIZAWL,749,681,0,0.03,0,0
2023,1,AGARTALA,AIZAWL,506,579,0,0.01,0,0
2023,2,AGARTALA,AIZAWL,531,406,0,0.08,0,0
2023,3,AGARTALA,AIZAWL,921,716,0,0,0,0
2023,4,AGARTALA,AIZAWL,763,544,0,0,0,0
2023,5,AGARTALA,AIZAWL,998,832,0,0,0,0
2024,7,AGARTALA,AIZAWL,176,0,0,0,0,0
2019,5,AGARTALA,BAGDOGRA,10,0,0,0,0,0
2019,7,AGARTALA,BAGDOGRA,0,9,0,0,0,0
2019,8,AGARTALA,BAGDOGRA,0,186,0,0,0,0
2019,9,AGARTALA,BAGDOGRA,0,167,0,0.57,0,0
2019,10,AGARTALA,BAGDOGRA,0,141,0,1.85,0,0
2025,10,AGARTALA,BAGDOGRA,151,357,0,0,0,0
2025,11,AGARTALA,BAGDOGRA,1084,3103,0,0.62,0,0
2025,12,AGARTALA,BAGDOGRA,3077,4414,0,0,0,0
2026,1,AGARTALA,BAGDOGRA ,2221,4287,0,0,0,0
2026,2,AGARTALA,BAGDOGRA ,2233,3738,0,0,0,0
2026,3,AGARTALA,BAGDOGRA ,3258,3851,0.1,4.81,0,0.06
2026,4,AGARTALA,BAGDOGRA ,2653,2452,0,0,0,0
2019,5,AGARTALA,BENGALURU,4774,4129,0.02,0.76,0,0.94
2019,6,AGARTALA,BENGALURU,2945,2710,0.06,1.89,0,0.54
2019,7,AGARTALA,BENGALURU,3205,3313,0,0.94,0,0.98
2019,8,AGARTALA,BENGALURU,3710,3754,0.34,1.39,0,0.78
2019,9,AGARTALA,BENGALURU,2241,4120,0.77,2.64,0,1.03
2019,10,AGARTALA,BENGALURU,3948,4003,0.95,1.37,0,1.31
2019,11,AGARTALA,BENGALURU,3690,2854,1.41,2.68,0,1.05
2019,12,AGARTALA,BENGALURU,4527,4435,0.51,0.85,0,1.02
2020,1,AGARTALA,BENGALURU,4294,4607,0.02,4.25,0,0.86
2020,2,AGARTALA,BENGALURU,3517,3554,0.42,3.39,0,0.56
2020,3,AGARTALA,BENGALURU,1972,3547,0.01,3.6,0,0
2020,6,AGARTALA,BENGALURU,401,390,0.18,0.7,0,0.51
2020,7,AGARTALA,BENGALURU,532,1512,0.01,1.61,0,1.86
2020,8,AGARTALA,BENGALURU,724,1502,0.16,1.67,0,1.3
2020,9,AGARTALA,BENGALURU,2372,1782,0.11,0.75,0,1.34
2020,10,AGARTALA,BENGALURU,4163,2780,0.37,1.79,0,1.22
2020,11,AGARTALA,BENGALURU,5096,2831,0.19,1.19,0,1.11
2020,12,AGARTALA,BENGALURU,4214,3504,0.14,1.21,0,1.19
2021,1,AGARTALA,BENGALURU,3549,2226,0.1,3.23,0,1.07
2021,2,AGARTALA,BENGALURU,3483,2173,1.35,3.46,0,0.79
2021,3,AGARTALA,BENGALURU,2703,2267,0.15,5.93,0,0.82
2021,4,AGARTALA,BENGALURU,2039,4803,0.06,10.35,0,0.62
2021,6,AGARTALA,BENGALURU,83,83,1.59,0.43,0,0.11
2021,7,AGARTALA,BENGALURU,576,237,0,2.62,0,0.04
2021,8,AGARTALA,BENGALURU,1017,660,0.05,1.95,0,0.27
2021,9,AGARTALA,BENGALURU,1609,1315,0,4.6,0,0.31
2021,10,AGARTALA,BENGALURU,1835,1856,0.62,2.74,0,0.63
2021,11,AGARTALA,BENGALURU,3100,2666,0.03,5.58,0,0.84
2021,12,AGARTALA,BENGALURU,3665,2799,2.78,2.2,0,0.87
2022,1,AGARTALA,BENGALURU,1145,2193,1.06,5.76,0,0.74
2022,2,AGARTALA,BENGALURU,1528,1499,0.2,3.33,0,0.83
2022,3,AGARTALA,BENGALURU,2930,2996,0.03,5.16,0,0.7
2022,4,AGARTALA,BENGALURU,3859,3443,2.32,6.69,0,0.85
2022,5,AGARTALA,BENGALURU,4516,3540,11.79,6.44,0,0.79
2022,6,AGARTALA,BENGALURU,4553,4107,53.98,9.39,0,0.96
2022,7,AGARTALA,BENGALURU,4542,4463,84.91,11,0,0.94
2022,8,AGARTALA,BENGALURU,4867,4643,78.55,5.58,0,0.74
2022,9,AGARTALA,BENGALURU,4249,5228,34.38,9.68,0,1.01
2022,10,AGARTALA,BENGALURU,5282,4650,17.49,6.25,0,0.71
2022,11,AGARTALA,BENGALURU,3165,2716,71.34,6.72,0,0.61
2022,12,AGARTALA,BENGALURU,3559,2567,11.91,3.83,0,0.64
2023,1,AGARTALA,BENGALURU,4040,3850,0,11.19,0,0.48
2023,2,AGARTALA,BENGALURU,2794,2270,0,9.76,0,0.14
2023,3,AGARTALA,BENGALURU,4750,3516,0.01,2.05,0,0.19
2023,4,AGARTALA,BENGALURU,6157,5065,1.12,3.31,0,0.65
2023,5,AGARTALA,BENGALURU,5663,5562,1.83,10.25,0,0.44
2023,6,AGARTALA,BENGALURU,5417,5645,42.18,15.29,0,0.57
2023,7,AGARTALA,BENGALURU,3319,3091,51.64,13.33,0,0.49
2023,8,AGARTALA,BENGALURU,4580,4069,66.14,7.09,0,0.58
2023,9,AGARTALA,BENGALURU,4755,4067,33.16,10.24,0,0.75
2023,10,AGARTALA,BENGALURU,4726,5848,29.06,10.78,0,0.98
2023,11,AGARTALA,BENGALURU,5281,4958,48.34,4.3,0,1.07
2023,12,AGARTALA,BENGALURU,6134,4891,87.39,6.34,0,0.77
2024,1,AGARTALA,BENGALURU,4757,5866,53.99,19.54,0,0.91
2024,2,AGARTALA,BENGALURU,3919,3978,36.29,28.19,0,0.8
2024,3,AGARTALA,BENGALURU,5131,4971,24.76,26.14,0,0.52
2024,4,AGARTALA,BENGALURU,3854,4099,9.06,16.85,0,0.43
2024,6,AGARTALA,BENGALURU,5413,5022,8.43,32.22,0,0.55
2024,7,AGARTALA,BENGALURU,6067,4734,5.82,24.85,0,0.7
2024,8,AGARTALA,BENGALURU,4779,4193,0.73,5.6,0,0.71
2024,9,AGARTALA,BENGALURU,3692,4454,1.07,12.81,0,0.76
2024,10,AGARTALA,BENGALURU,4671,5171,6.82,9.81,0,0.68
2024,11,AGARTALA,BENGALURU,4217,4292,39.54,4.11,0,0.86
2024,12,AGARTALA,BENGALURU,4029,4297,23.75,6.26,0,0.7
2025,1,AGARTALA,BENGALURU,3847,4392,25.14,4.99,0,0.83
2025,2,AGARTALA,BENGALURU,3570,3599,3.48,5.6,0,0.23
2025,3,AGARTALA,BENGALURU,3903,3978,0.95,7.39,0,0.11
2025,4,AGARTALA,BENGALURU,3661,4247,2.74,20.63,0,0.25
2025,5,AGARTALA,BENGALURU,3963,3687,4.96,33.37,0,0.19
2025,6,AGARTALA,BENGALURU,3460,3205,1.79,15.07,0,0.18
2025,7,AGARTALA,BENGALURU,4168,3077,7.35,10.21,0,0.29
2025,8,AGARTALA,BENGALURU,3826,3621,1.82,9.12,0,0.19
2025,9,AGARTALA,BENGALURU,2887,4436,1.86,9.87,0,0.27
2025,10,AGARTALA,BENGALURU,3759,3193,30.64,3.99,0,0.26
2025,11,AGARTALA,BENGALURU,3613,3674,52.21,9.32,0,0.38
2025,12,AGARTALA,BENGALURU,3528,3572,39.12,5.29,0,0.61
2026,1,AGARTALA,BENGALURU,4007,4382,19.08,6.05,0,0.57
2026,2,AGARTALA,BENGALURU,3845,3569,20.29,5.15,0,0.7
2026,3,AGARTALA,BENGALURU,3890,3883,9.63,11.46,0,0.64
2026,4,AGARTALA,BENGALURU,3244,3768,30.39,11.42,0,2.46
2022,5,AGARTALA,BHUBANESWAR,18,0,0,0,0,0
2022,6,AGARTALA,BHUBANESWAR,0,90,0,0,0,0
2025,5,AGARTALA,BHUBANESWAR,14,0,0,0,0,0
2015,10,AGARTALA,CHENNAI,304,303,,,,
2015,11,AGARTALA,CHENNAI,728,594,,,,
2015,12,AGARTALA,CHENNAI,689,567,,,,
2016,1,AGARTALA,CHENNAI,1142,854,,,,
2016,2,AGARTALA,CHENNAI,849,1124,,,,
2016,3,AGARTALA,CHENNAI,774,193,,,,
2016,4,AGARTALA,CHENNAI,521,974,,,,
2016,5,AGARTALA,CHENNAI,1017,1347,,,,
2016,6,AGARTALA,CHENNAI,1149,1191,,,,
2016,7,AGARTALA,CHENNAI,508,486,,,,
2016,8,AGARTALA,CHENNAI,397,548,,,,
2016,9,AGARTALA,CHENNAI,360,441,,,,
2016,10,AGARTALA,CHENNAI,384,809,,,,
2016,11,AGARTALA,CHENNAI,723,1215,,,,
2016,12,AGARTALA,CHENNAI,967,996,,,,
2017,1,AGARTALA,CHENNAI,664,1234,,,,
2017,2,AGARTALA,CHENNAI,1021,1289,,,,
2017,3,AGARTALA,CHENNAI,871,998,,,,
2017,4,AGARTALA,CHENNAI,746,694,,,,
2017,5,AGARTALA,CHENNAI,885,766,,,,
2017,6,AGARTALA,CHENNAI,1018,802,,,,
2017,7,AGARTALA,CHENNAI,1185,1073,,,,
2017,8,AGARTALA,CHENNAI,1037,1120,,,,
2017,9,AGARTALA,CHENNAI,1222,1038,,,,
2017,10,AGARTALA,CHENNAI,1260,1068,,,,
2017,11,AGARTALA,CHENNAI,2095,1704,,,,
2017,12,AGARTALA,CHENNAI,2044,1839,,,,
2018,1,AGARTALA,CHENNAI,2934,2819,,,,
2018,2,AGARTALA,CHENNAI,3316,4470,,,,
2018,3,AGARTALA,CHENNAI,4160,4033,0.07,1.4,0,0.32
2018,4,AGARTALA,CHENNAI,4578,2643,0,0.49,0,0.21
2018,5,AGARTALA,CHENNAI,4971,2452,1.22,0.13,0,0.29
2018,6,AGARTALA,CHENNAI,4873,2202,0.02,0.41,0,0.21
2018,7,AGARTALA,CHENNAI,4189,2004,0,0.17,0,0.36
2018,8,AGARTALA,CHENNAI,3631,1657,0,0.24,0,0.53
2018,9,AGARTALA,CHENNAI,2826,1769,0,0.05,0,0.53
2018,10,AGARTALA,CHENNAI,4064,1791,0,1.06,0,0.39
2018,11,AGARTALA,CHENNAI,1586,1343,0,0.35,0,0.33
2018,12,AGARTALA,CHENNAI,1536,1695,0.02,1.25,0,0.36
2019,1,AGARTALA,CHENNAI,1363,1637,0.12,0.18,0,0.27
2019,2,AGARTALA,CHENNAI,878,1590,1.37,0.94,0,0.29
2019,3,AGARTALA,CHENNAI,1392,1733,0,0.29,0,0.17
2019,4,AGARTALA,CHENNAI,1932,1974,0.1,0.08,0,0.21
2019,5,AGARTALA,CHENNAI,2057,2095,0.08,0.21,0,0.05
2019,6,AGARTALA,CHENNAI,2125,2002,0.01,0.06,0,0.13
2019,7,AGARTALA,CHENNAI,2266,1555,0,0,0,0
2019,8,AGARTALA,CHENNAI,3401,2668,0,0.08,0,0.33
2019,9,AGARTALA,CHENNAI,1895,1742,0.01,0.53,0,0.22
2019,10,AGARTALA,CHENNAI,2318,1402,0,0,0,0.27
2019,11,AGARTALA,CHENNAI,2280,1327,0,0.28,0,0.5
2019,12,AGARTALA,CHENNAI,3382,1729,0.02,0.29,0,0.41
2020,1,AGARTALA,CHENNAI,2320,1373,0.1,0.77,0,0.48
2020,2,AGARTALA,CHENNAI,1895,1191,0,0.33,0,0.84
2020,3,AGARTALA,CHENNAI,1244,1121,0,0.23,0,0
2020,8,AGARTALA,CHENNAI,32,35,0,0,0,0
2020,9,AGARTALA,CHENNAI,333,265,0,1.33,0,0
2020,10,AGARTALA,CHENNAI,390,359,0.04,0.12,0,0
2020,11,AGARTALA,CHENNAI,681,787,0.01,2.29,0,0
2020,12,AGARTALA,CHENNAI,961,1138,0.1,1.56,0,0
2021,1,AGARTALA,CHENNAI,858,785,0.1,1.42,0,0
2021,2,AGARTALA,CHENNAI,885,1096,0.01,1.84,0,0
2021,3,AGARTALA,CHENNAI,469,543,0.01,0.94,0,0
2021,4,AGARTALA,CHENNAI,1286,2577,1.03,0.56,0,0.05
2021,7,AGARTALA,CHENNAI,197,0,0,0,0,0
2022,2,AGARTALA,CHENNAI,0,312,0,0.45,0,0
2022,3,AGARTALA,CHENNAI,0,93,0,0,0,0
2022,5,AGARTALA,CHENNAI,959,906,0,0,0,0
2022,6,AGARTALA,CHENNAI,2004,2039,0,0.29,0,0
2022,7,AGARTALA,CHENNAI,2127,1798,0,0.24,0,0
2022,8,AGARTALA,CHENNAI,2190,1815,0,0.48,0,0
2022,9,AGARTALA,CHENNAI,430,209,0,0,0,0
2022,10,AGARTALA,CHENNAI,2036,987,0,0.37,0,0
2022,11,AGARTALA,CHENNAI,1931,1026,0,0.37,0,0
2022,12,AGARTALA,CHENNAI,1090,643,0,0.11,0,0
2023,1,AGARTALA,CHENNAI,124,421,0,0.14,0,0
2023,2,AGARTALA,CHENNAI,746,371,0,0,0,0
2023,3,AGARTALA,CHENNAI,1509,721,0,0,0,0
2023,4,AGARTALA,CHENNAI,1804,441,0,0.01,0,0
2023,5,AGARTALA,CHENNAI,1076,410,0,0.52,0,0
2023,6,AGARTALA,CHENNAI,1369,690,0.02,0.04,0,0
2023,7,AGARTALA,CHENNAI,1557,444,0,1.6,0,0
2023,8,AGARTALA,CHENNAI,1197,281,0,0,0,0
2023,9,AGARTALA,CHENNAI,838,347,0,0.71,0,0
2023,10,AGARTALA,CHENNAI,834,642,0,0.78,0,0
2024,6,AGARTALA,CHENNAI,931,501,30.25,5.75,0,0
2024,7,AGARTALA,CHENNAI,461,176,1.8,5.75,0,0
2024,8,AGARTALA,CHENNAI,710,387,0.82,1.02,0,0
2024,9,AGARTALA,CHENNAI,464,232,0.89,2.41,0,0
2024,10,AGARTALA,CHENNAI,461,284,1.02,5.17,0,0
2024,11,AGARTALA,CHENNAI,1177,732,0.04,4.22,0,0
2024,12,AGARTALA,CHENNAI,1032,508,0.06,0.87,0,0.02
2025,3,AGARTALA,CHENNAI,1085,523,0,8.63,0,0
2025,4,AGARTALA,CHENNAI,403,509,0.1,4.86,0,0
2025,5,AGARTALA,CHENNAI,642,1132,0,6.39,0,0
2025,6,AGARTALA,CHENNAI,1008,947,0,5.94,0,0
2025,7,AGARTALA,CHENNAI,366,185,0.03,0.1,0,0
2025,8,AGARTALA,CHENNAI,547,799,0,0.55,0,0
2025,9,AGARTALA,CHENNAI,467,780,0.11,3.24,0,0
2025,10,AGARTALA,CHENNAI,919,893,0.1,1.94,0,0
2025,11,AGARTALA,CHENNAI,495,661,0.15,0.32,0,0
2025,12,AGARTALA,CHENNAI,336,338,0,0.03,0,0
2026,1,AGARTALA,CHENNAI,327,320,0,0,0,0
2026,2,AGARTALA,CHENNAI,403,586,0.34,0.43,0,0
2026,3,AGARTALA,CHENNAI,617,674,0,0.83,0,0
2019,5,AGARTALA,COIMBATORE,0,10,0,0.01,0,0
2019,6,AGARTALA,COIMBATORE,0,17,0,0.06,0,0
2019,7,AGARTALA,COIMBATORE,0,18,0,0,0,0
2019,8,AGARTALA,COIMBATORE,0,13,0,0.02,0,0
2019,9,AGARTALA,COIMBATORE,0,56,0,0.23,0,0
2019,10,AGARTALA,COIMBATORE,0,18,0,0,0,0
2019,11,AGARTALA,COIMBATORE,0,3,0,0.08,0,0
2019,12,AGARTALA,COIMBATORE,0,2,0,0.08,0,0
2020,1,AGARTALA,COIMBATORE,0,5,0,0,0,0
2020,2,AGARTALA,COIMBATORE,10,6,0,0.07,0,0
2020,3,AGARTALA,COIMBATORE,13,3,0,0.13,0,0
2021,4,AGARTALA,DABOLIM,0,6,0,0,0,0
2019,5,AGARTALA,DELHI,2930,3022,0.05,6.99,0.13,3.86
2019,6,AGARTALA,DELHI,2669,2652,0.15,7.83,0.03,4.59
2019,7,AGARTALA,DELHI,2021,1214,0,11.3,0,4.18
2019,8,AGARTALA,DELHI,4657,3835,0.26,13.31,0.22,3.04
2019,9,AGARTALA,DELHI,5023,6087,0.23,32.57,0.73,3.26
2019,10,AGARTALA,DELHI,6933,6178,0.24,14.71,0.67,4.74
2019,11,AGARTALA,DELHI,5480,5399,0.25,13.67,0.51,3.65
2019,12,AGARTALA,DELHI,6080,6922,0.1,13.66,0.53,4.53
2020,1,AGARTALA,DELHI,5467,5823,1.59,19.37,1,6.68
2020,2,AGARTALA,DELHI,6246,5365,0.57,18.93,0.66,4.78
2020,3,AGARTALA,DELHI,4230,5448,0.78,16.21,0,0
2020,6,AGARTALA,DELHI,150,261,0.55,1.64,0,0
2020,7,AGARTALA,DELHI,2726,3876,5.82,25.01,0,15.3
2020,8,AGARTALA,DELHI,3845,3354,4.75,23.1,0.91,3
2020,9,AGARTALA,DELHI,3738,3337,2.38,19.61,1.64,2.29
2020,10,AGARTALA,DELHI,3212,3309,3.37,28.54,2.06,4.29
2020,11,AGARTALA,DELHI,4761,4388,1.19,16.71,1.79,3.45
2020,12,AGARTALA,DELHI,3916,4923,3.43,22.41,1.75,3.58
2021,1,AGARTALA,DELHI,4695,4679,1.69,17.5,1.27,3.22
2021,2,AGARTALA,DELHI,6755,5800,2.22,21.46,1,2.84
2021,3,AGARTALA,DELHI,7524,7265,0.67,22.61,0.93,2.1
2021,4,AGARTALA,DELHI,5817,7778,1.05,19.45,1.39,1.99
2021,6,AGARTALA,DELHI,2388,2789,1.8,14.28,0,0
2021,7,AGARTALA,DELHI,3733,3418,3.99,13.66,0.01,0.02
2021,8,AGARTALA,DELHI,4083,3545,0.72,16.7,0.34,0
2021,9,AGARTALA,DELHI,4003,4336,1.35,14.43,0.54,0.07
2021,10,AGARTALA,DELHI,6813,6645,0.32,13.34,0.32,0.05
2021,11,AGARTALA,DELHI,6363,6548,0.95,21.34,0.7,0.57
2021,12,AGARTALA,DELHI,6870,7451,5.59,25.55,0.77,0
2022,1,AGARTALA,DELHI,4058,5423,3.63,29.23,0.32,0.02
